target_sigungu,target_final_water_risk_score,target_final_water_risk_level,target_main_risk_driver,candidate_rank,candidate_reservoir_name,candidate_sigungu,address,distance_km,candidate_reservoir_rate,benefit_area,effective_capacity,distance_score,reservoir_surplus_score,benefit_area_score,candidate_score,recommendation_reason
태안군,23.799270173711136,낮음,대체 수원 접근성 부족도,2,모항,태안군,충청남도 태안군 소원면 모항리,0.0,90.94736842105264,381.0,973.0,100.0,81.89473684210529,5.465186332730872,70.02945447791957,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
태안군,23.799270173711136,낮음,대체 수원 접근성 부족도,3,대야,태안군,충청남도 태안군 안면읍 중장리,0.0,90.94736842105264,293.0,1884.0,100.0,81.89473684210529,4.202886077401956,69.71387941408734,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
태안군,23.799270173711136,낮음,대체 수원 접근성 부족도,4,수룡,태안군,충청남도 태안군 근흥면 수룡리,0.0,90.94736842105264,269.0,1285.0,100.0,81.89473684210529,3.8586223714031616,69.62781348758764,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
태안군,23.799270173711136,낮음,대체 수원 접근성 부족도,5,인평,태안군,충청남도 태안군 태안읍 인평리,0.0,90.94736842105264,203.0,891.0,100.0,81.89473684210529,2.9118971799064752,69.39113218971347,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
천안시,21.24106528869609,낮음,대체 수원 접근성 부족도,1,예당(대흥),예산군,충청남도 예산군 응봉면 입침리,27.818612968614637,90.82307692307693,6971.4,46070.0,76.81782252615447,81.64615384615385,100.0,84.30328285661564,중거리 / 저수율 여유 높음 / 수혜면적 정보 보유
천안시,21.24106528869609,낮음,대체 수원 접근성 부족도,2,궁평,아산시,충청남도 아산시 송악면 궁평리,10.301119141016184,95.98333333333332,1108.0,6717.0,91.41573404915317,91.96666666666664,15.893507760277705,72.72800389306403,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
천안시,21.24106528869609,낮음,대체 수원 접근성 부족도,3,도고,아산시,충청남도 아산시 도고면 석당리,10.301119141016184,95.98333333333332,841.0,4278.0,91.41573404915317,91.96666666666664,12.063574031041112,71.77052046075488,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
천안시,21.24106528869609,낮음,대체 수원 접근성 부족도,4,용연,천안시,충청남도 천안시 동남구 목천읍 서흥리,0.0,92.82,421.0,3050.0,100.0,85.63999999999999,6.038959176062198,71.48373979401553,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
천안시,21.24106528869609,낮음,대체 수원 접근성 부족도,5,입장,천안시,충청남도 천안시 서북구 입장면 기로리,0.0,92.82,352.0,622.0,100.0,85.63999999999999,5.049201021315661,71.2363002553289,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
청양군,19.21760867292617,낮음,대체 수원 접근성 부족도,1,예당(대흥),예산군,충청남도 예산군 응봉면 입침리,25.209047962497554,90.82307692307693,6971.4,46070.0,78.99246003125204,81.64615384615385,100.0,85.17313785865466,중거리 / 저수율 여유 높음 / 수혜면적 정보 보유
청양군,19.21760867292617,낮음,대체 수원 접근성 부족도,2,탑정,논산시,충청남도 논산시 가야곡면 종연리,40.25601853473259,94.66,5713.3,34940.0,66.45331788772285,89.32,81.9534096451215,78.33167956636952,중거리 / 저수율 여유 높음 / 수혜면적 정보 보유
청양군,19.21760867292617,낮음,대체 수원 접근성 부족도,3,칠갑,청양군,충청남도 청양군 대치면 광대리,0.0,98.66428571428573,682.0,4760.0,100.0,97.32857142857145,9.782826978799095,76.51070674469977,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
청양군,19.21760867292617,낮음,대체 수원 접근성 부족도,4,천장,청양군,충청남도 청양군 정산면 천장리,0.0,98.66428571428573,551.0,2878.0,100.0,97.32857142857145,7.903720916889004,76.04093022922225,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
청양군,19.21760867292617,낮음,대체 수원 접근성 부족도,5,도림,청양군,충청남도 청양군 장평면 적곡리,0.0,98.66428571428573,482.0,3776.0,100.0,97.32857142857145,6.913962762142469,75.79349069053562,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
금산군,19.204248734570253,낮음,대체 수원 접근성 부족도,1,탑정,논산시,충청남도 논산시 가야곡면 종연리,36.020315778187125,94.66,5713.3,34940.0,69.98307018484405,89.32,81.9534096451215,79.74358048521799,중거리 / 저수율 여유 높음 / 수혜면적 정보 보유
금산군,19.204248734570253,낮음,대체 수원 접근성 부족도,2,석동,금산군,충청남도 금산군 남이면 석동리,0.0,86.55555555555556,151.0,928.0,100.0,73.11111111111111,2.1659924835757525,66.13038700978282,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
금산군,19.204248734570253,낮음,대체 수원 접근성 부족도,3,동곡,금산군,충청남도 금산군 제원면 동곡리,0.0,86.55555555555556,124.0,826.0,100.0,73.11111111111111,1.778695814327108,66.03356284247067,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
금산군,19.204248734570253,낮음,대체 수원 접근성 부족도,4,숭암,금산군,충청남도 금산군 추부면 장대리,0.0,86.55555555555556,95.4,414.3,100.0,73.11111111111111,1.3684482313452107,65.93100094672519,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
금산군,19.204248734570253,낮음,대체 수원 접근성 부족도,5,화림,금산군,충청남도 금산군 금성면 상가리,0.0,86.55555555555556,95.3,389.68,100.0,73.11111111111111,1.367013799236882,65.9306423386981,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
