"표준코드","시설명","소재지","착공년도","준공년도","종별","구분","유역면적","홍수면적","만수면적","수혜면적","한발빈도","홍수빈도","제체형식","제체체적","제체길이","제체높이","총저수량","유효저수량","사수량","취수형식","홍수위","만수위","사수위"
"4673010011","만수","전라남도 구례군 간전면 수평리","1941-01-01","1944-12-31","2","보조수원","280","3","3","60","10","200","필댐(죤형)","132000","295","14","125","125","0","사통형","119","118","112"
"4673010012","수평(간전면)","전라남도 구례군 간전면 수평리","1968-01-01","1969-12-31","2","보조수원","27","1","1","3","10","100","필댐(죤형)","46440","150","12","16","16","0","사통형","144","143","138"
"4673010013","양천","전라남도 구례군 간전면 흥대리","1970-01-01","1970-12-31","2","보조수원","22","1","1","12","10","100","필댐(죤형)","26000","120","10","39","39","0","사통형","68","67","61"
"4673010014","효곡","전라남도 구례군 간전면 효곡리","1983-01-03","1988-12-31","1","주수원","1200","23","23","449","10","100","필댐(죤형)","835000","367","42","3139","3120","19","취수탑형","144","142","117"
"4673010016","문수","전라남도 구례군 토지면 구산리","1985-01-01","1995-12-31","1","주수원","2600","16","15","332","10","100","필댐(죤형)","595000","364","50","2228","2228","0","취수탑형","127","125","88"
"4673010017","파도","전라남도 구례군 토지면 파도리","1942-01-01","1945-12-31","2","보조수원","310","1","1","24","3","100","필댐(죤형)","59670","150","13","32","31","0","사통형","146","146","139"
"4673010018","용두","전라남도 구례군 토지면 용두리","1950-01-01","1953-12-31","2","보조수원","2640","4","4","92","10","100","필댐(죤형)","197","267","14","228","228","0","사통형","48","48","41"
"4673010019","오미","전라남도 구례군 토지면 오미리","1966-01-01","1969-12-31","2","보조수원","2640","2","2","35","10","100","필댐(죤형)","91","244","12","151","151","0","사통형","60","60","55"
"4673010020","광평","전라남도 구례군 마산면 광평리","1945-01-01","1945-12-31","2","주수원","1420","0","0","13","10","100","필댐(죤형)","600","50","4","3","3","0","기타","35","35","34"
"4673010021","청천","전라남도 구례군 마산면 마산리","1943-01-01","1944-05-10","2","주수원","64","1","1","14","10","100","필댐(죤형)","44362","130","13","8","8","0","사통형","134","134","130"
"4673010022","사도","전라남도 구례군 마산면 사도리","1940-01-01","1942-12-31","2","주수원","34","3","3","27","10","100","필댐(죤형)","45900","148","11","89","89","0","사통형","40","40","36"
"4673010023","하사","전라남도 구례군 마산면 사도리","1951-01-01","1953-12-31","2","보조수원","2635","2","2","45","10","100","필댐(죤형)","33562","270","7","59","59","0","사통형","40","40","35"
"4673010024","대지","전라남도 구례군 마산면 황전리","1925-01-01","1929-12-31","1","주수원","1328","21","21","231","10","100","필댐(죤형)","699494","995","11","1005","1005","0","사통형","102","103","93"
"4673010026","방광","전라남도 구례군 광의면 방광리","1936-01-01","1940-12-31","1","주수원","1160","10","10","147","10","100","필댐(죤형)","43924","237","10","496","490","6","사통형","76","75","69"
"4673010027","천은","전라남도 구례군 광의면 방광리","1979-01-01","1985-12-31","1","주수원","1261","12","12","375","10","100","필댐(죤형)","113000","276","47","1788","1774","14","취수탑형","195","194","166"
"4673010028","당촌","전라남도 구례군 광의면 수월리","1941-01-01","1944-12-31","2","주수원","93","3","3","33","10","100","필댐(죤형)","41043","162","11","79","73","6","사통형","77","76","72"
"4673010029","대전","전라남도 구례군 광의면 방광리","1942-01-01","1945-12-31","2","보조수원","50","1","1","16","10","100","필댐(죤형)","7984","51","8","16","16","0","사통형","99","98","94"
"4673010030","상대전","전라남도 구례군 광의면 대전리","1966-01-01","1969-12-31","2","보조수원","109","2","2","22","10","100","필댐(죤형)","58622","182","12","42","42","0","사통형","124","124","118"
"4673010031","난동","전라남도 구례군 광의면 온당리","1940-01-01","1943-12-31","2","주수원","45","1","1","31","10","100","필댐(죤형)","25336","143","9","52","50","2","사통형","102","102","98"
"4673010032","온동","전라남도 구례군 광의면 온당리","1938-01-01","1941-12-31","2","주수원","162","4","4","43","10","100","필댐(죤형)","70207","222","11","160","160","0","사통형","84","83","78"
"4673010033","온난","전라남도 구례군 광의면 온당리","1966-01-01","1969-12-31","2","주수원","128","2","2","14","10","100","필댐(죤형)","40071","192","10","36","36","0","사통형","204","204","198"
"4673010034","온당","전라남도 구례군 광의면 온당리","1974-01-01","1976-12-31","2","주수원","23","1","1","6","10","100","필댐(죤형)","21726","120","10","20","20","0","사통형","176","176","169"
"4673010035","온대","전라남도 구례군 광의면 온당리","1979-01-01","1979-12-31","2","보조수원","20","0","0","20","10","100","필댐(죤형)","9000","40","10","5","5","0","사통형","98","97","95"
"4673010036","구만","전라남도 구례군 광의면 구만리","1970-01-01","1973-12-31","1","주수원","8100","54","54","516","10","100","필댐(죤형)","235267","276","21","2183","2088","95","취수탑형","84","82","70"
"4673010037","용정","전라남도 구례군 용방면 용정리","1942-01-01","1945-12-31","2","주수원","200","1","1","20","10","100","필댐(죤형)","44","154","12","17","17","0","사통형","88","88","84"
"4673010039","사두","전라남도 구례군 용방면 중방리","1942-01-01","1945-12-31","2","주수원","20","0","0","6","10","100","필댐(죤형)","120","112","8","14","14","0","사통형","104","104","97"
"4673010040","사림","전라남도 구례군 용방면 사림리","1941-01-01","1945-12-31","2","주수원","40","0","0","12","10","100","필댐(죤형)","190","113","8","14","14","0","사통형","113","112","106"
"4673010041","가동","전라남도 구례군 용방면 신도리","1967-01-01","1967-12-31","2","주수원","105","1","1","13","10","200","필댐(죤형)","31696","80","8","16","16","0","사통형","103","103","97"
"4673010042","용강","전라남도 구례군 용방면 용강리","1964-01-01","1967-12-31","2","주수원","30","3","3","2","10","100","필댐(죤형)","270","160","7","49","49","0","사통형","70","69","65"
"4673010043","도암","전라남도 구례군 용방면 신도리","1942-01-01","1945-12-31","2","주수원","92","1","1","16","10","200","필댐(죤형)","130","104","8","16","16","0","사통형","95","95","91"
"4673010044","죽정","전라남도 구례군 용방면 죽정리","1942-01-01","1945-12-31","2","주수원","205","3","3","30","10","100","필댐(죤형)","485","98","15","167","167","0","사통형","102","101","92"
"4673010045","감천","전라남도 구례군 용방면 중방리","1942-01-01","1945-12-31","2","주수원","25","0","0","9","10","100","필댐(죤형)","4343","98","5","11","11","0","사통형","110","110","104"
"4673010046","황사","전라남도 구례군 용방면 죽정리","1966-01-01","1969-12-31","2","주수원","114","1","1","15","10","100","필댐(죤형)","564","120","14","14","14","0","사통형","153","152","147"
"4673010047","수평(산동면)","전라남도 구례군 산동면 내산리","1958-01-01","1961-12-31","2","주수원","35","1","1","24","10","100","필댐(죤형)","19968","156","8","39","39","0","사통형","190","189","182"
"4673010049","상원","전라남도 구례군 산동면 원달리","1975-01-01","1979-12-31","2","주수원","92","4","4","15","10","100","필댐(죤형)","36234","126","13","149","149","0","사통형","302","301","293"
"4673010050","우와","전라남도 구례군 산동면 이평리","1942-01-01","1945-12-31","2","주수원","20","1","1","8","10","100","필댐(죤형)","17920","102","9","18","18","0","사통형","137","137","132"
"4673010051","신학","전라남도 구례군 산동면 신학리","1966-01-01","1969-12-31","2","주수원","94","1","1","15","10","100","필댐(죤형)","35700","130","8","43","43","0","사통형","118","117","112"
"4673010054","계척","전라남도 구례군 산동면 계천리","1942-01-01","1945-12-31","2","주수원","32","1","1","3","10","100","필댐(죤형)","21370","137","9","12","12","0","사통형","243","245","242"
"4673010059","둔사","전라남도 구례군 산동면 둔사리","1997-11-04","2009-12-31","1","주수원","698","15","15","240","10","200","필댐(균일형)","740000","295","51","2502","2478","24","취수탑형","186","184","150"
"4677010009","호성","전라남도 고흥군 고흥읍 성촌리","1942-01-01","1945-01-01","2","주수원","100","3","2","32","10","100","필댐(죤형)","24019","85","13","70","70","0","사통형","102","101","93"
"4677010010","등암","전라남도 고흥군 고흥읍 등암리","1943-01-01","1945-01-01","1","주수원","200","14","7","61","10","200","필댐(죤형)","89280","244","15","393","393","0","사통형","92","90","79"
"4677010011","산당","전라남도 고흥군 고흥읍 등암리","1956-01-01","1957-01-01","2","주수원","90","2","1","11","10","200","필댐(죤형)","14399","92","11","35","35","0","사통형","70","70","63"
"4677010013","갓점","전라남도 고흥군 고흥읍 등암리","1975-01-01","1976-01-01","2","보조수원","20","6","5","5","10","100","필댐(죤형)","25638","142","9","181","181","0","사통형","76","75","70"
"4677010022","대분","전라남도 고흥군 도양읍 용정리","1951-01-01","1954-01-01","2","주수원","70","3","3","61","10","100","필댐(죤형)","29762","127","11","69","69","0","사통형","10","9","6"
"4677010023","하류","전라남도 고흥군 도양읍 용정리","1951-01-01","1954-01-01","2","주수원","110","6","2","44","10","100","필댐(죤형)","20972","116","11","54","54","0","사통형","19","18","14"
"4677010024","용정","전라남도 고흥군 도양읍 용정리","1956-01-01","1959-01-03","2","주수원","180","5","5","22","10","100","필댐(죤형)","55332","174","12","288","288","0","취수탑형","31","30","19"
"4677010039","풍도","전라남도 고흥군 풍양면 고옥리","1957-01-01","1958-01-01","1","주수원","200","22","21","192","10","200","필댐(죤형)","110160","540","10","1109","1046","63","사통형","8","7","1"
"4677010043","매곡","전라남도 고흥군 풍양면 매곡리","1987-01-01","1988-01-01","1","주수원","315","15","13","116","10","200","필댐(죤형)","91817","284","12","743","743","0","사통형","11","10","2"
"4677010046","삼신","전라남도 고흥군 풍양면 율치리","1961-01-02","1963-01-01","2","주수원","60","2","1","20","10","100","필댐(죤형)","21086","184","10","55","55","0","사통형","64","63","57"
"4677010047","사동","전라남도 고흥군 풍양면 율치리","1961-01-01","1963-01-01","1","주수원","289","7","7","96","10","100","필댐(죤형)","59015","120","18","450","450","0","사통형","80","79","67"
"4677010048","미인치","전라남도 고흥군 풍양면 율치리","1979-01-01","1982-01-01","2","보조수원","110","4","3","16","10","200","필댐(죤형)","59400","300","12","191","190","1","사통형","72","71","62"
"4677010051","도덕","전라남도 고흥군 도덕면 도덕리","1941-01-01","1959-01-01","1","주수원","256","9","7","90","10","100","필댐(죤형)","40866","278","11","317","316","1","사통형","11","10","4"
"4677010052","봉암","전라남도 고흥군 도덕면 도덕리","1977-01-03","1988-01-01","1","주수원","218","39","36","291","10","200","필댐(죤형)","141603","2050","8","1769","1769","0","사통형","8","8","1"
"4677010053","내봉","전라남도 고흥군 도덕면 봉덕리","1982-01-01","1988-01-01","1","주수원","2565","83","40","211","10","200","필댐(죤형)","292320","2129","7","1800","1800","0","사통형","9","8","3"
"4677010054","회룡","전라남도 고흥군 도덕면 신양리","1957-01-01","1959-01-01","2","주수원","103","4","3","47","10","100","필댐(죤형)","195195","130","10","90","90","0","사통형","26","25","20"
"4677010060","장승","전라남도 고흥군 도덕면 봉덕리","1959-01-01","1961-01-01","2","주수원","42","3","2","","10","200","필댐(죤형)","5950","70","5","38","37","1","사통형","9","8","6"
"4677010061","대사","전라남도 고흥군 도덕면 봉덕리","1951-01-01","1968-01-01","2","주수원","22","1","1","8","10","200","필댐(죤형)","6762","120","6","17","16","1","사통형","9","9","6"
"4677010074","차동","전라남도 고흥군 포두면 차동리","1961-01-01","1962-01-01","2","주수원","46","4","1","21","10","100","필댐(죤형)","16549","118","9","25","25","0","사통형","87","86","82"
"4677010083","가화","전라남도 고흥군 도화면 가화리","1967-01-01","1969-01-01","1","주수원","237","6","5","45","10","100","필댐(죤형)","30512","157","17","335","335","0","사통형","37","36","26"
"4677010089","세곡","전라남도 고흥군 도화면 봉룡리","1957-01-01","1958-01-01","2","주수원","105","5","3","63","10","200","필댐(죤형)","31341","131","15","170","170","0","사통형","41","40","30"
"4677010090","덕중","전라남도 고흥군 도화면 덕중리","1957-01-01","1959-01-01","1","주수원","170","10","9","84","10","100","필댐(죤형)","160802","328","18","733","733","0","사통형","63","62","50"
"4677010093","당오","전라남도 고흥군 도화면 당오리","1956-01-01","1957-01-01","2","주수원","76","3","2","49","10","200","필댐(죤형)","17112","120","12","106","105","1","사통형","35","35","28"
"4677010105","남성","전라남도 고흥군 포두면 남성리","1978-01-01","1980-01-01","1","주수원","288","14","13","53","10","200","필댐(죤형)","45965","571","7","366","366","0","사통형","5","4","0"
"4677010111","미후","전라남도 고흥군 포두면 세동리","1976-01-01","1978-01-01","1","주수원","225","11","9","53","10","200","필댐(죤형)","75632","246","14","464","464","0","사통형","50","50","39"
"4677010116","상대","전라남도 고흥군 포두면 상대리","1954-01-01","1956-01-01","2","주수원","188","4","3","11","10","200","필댐(죤형)","17787","113","13","96","96","0","사통형","36","35","28"
"4677010117","상백","전라남도 고흥군 포두면 상대리","1956-01-01","1957-01-01","2","주수원","40","2","1","12","10","100","필댐(죤형)","17398","123","12","33","33","0","사통형","69","68","61"
"4677010118","대룡","전라남도 고흥군 포두면 봉림리","1946-01-01","1956-01-01","1","주수원","400","12","9","94","3","200","필댐(죤형)","131120","298","19","550","550","0","사통형","73","72","60"
"4677010119","봉림","전라남도 고흥군 포두면 봉림리","1950-01-01","1956-01-01","2","주수원","65","2","1","17","10","100","필댐(죤형)","16689","131","9","108","108","0","사통형","79","78","71"
"4677010120","금사","전라남도 고흥군 포두면 봉림리","1972-01-01","1975-01-01","1","주수원","416","10","9","95","10","200","필댐(죤형)","104490","172","29","801","799","2","사통형","90","89","67"
"4677010146","팔영","전라남도 고흥군 점암면 성기리","1957-01-01","1964-01-01","2","주수원","188","8","6","77","10","200","필댐(죤형)","29750","113","13","263","263","0","사통형","71","70","57"
"4677010152","사정","전라남도 고흥군 점암면 사정리","1959-01-01","1964-01-01","1","주수원","320","18","17","90","10","100","필댐(죤형)","29756","207","13","795","795","0","사통형","28","27","17"
"4677010153","연봉2","전라남도 고흥군 점암면 연봉리","1931-01-01","1934-01-01","1","주수원","2292","45","45","224","10","200","필댐(죤형)","217404","2196","6","1020","1020","0","사통형","5","4","0"
"4677010154","연봉1","전라남도 고흥군 점암면 연봉리","1942-01-01","1944-01-01","1","주수원","189","6","5","35","10","200","필댐(죤형)","29106","160","13","310","310","0","사통형","55","54","44"
"4677010167","호덕","전라남도 고흥군 과역면 호덕리","1922-01-01","1925-01-01","2","주수원","883","11","11","46","10","200","필댐(죤형)","24457","173","9","203","203","0","사통형","5","4","1"
"4677010190","주교1","전라남도 고흥군 남양면 신흥리","1965-01-01","1968-01-01","2","주수원","127","8","7","59","10","200","필댐(죤형)","33456","328","6","212","212","0","사통형","8","7","1"
"4677010202","침교","전라남도 고흥군 남양면 침교리","1968-01-01","1977-01-01","1","주수원","906","36","36","128","10","200","필댐(죤형)","116572","1570","5","922","886","36","사통형","5","4","1"
"4677010203","원등","전라남도 고흥군 동강면 마륜리","1958-01-01","1962-01-01","1","주수원","375","35","14","173","10","100","필댐(죤형)","244600","217","26","1422","1417","5","사통형","66","65","46"
"4677010204","덕촌","전라남도 고흥군 동강면 마륜리","1967-01-01","1968-01-01","2","주수원","90","2","2","31","10","200","필댐(죤형)","18941","181","9","83","83","0","사통형","46","45","39"
"4677010205","대강","전라남도 고흥군 동강면 대강리","1948-01-01","1960-01-01","1","주수원","365","7","5","157","10","100","필댐(죤형)","79546","193","19","610","610","0","사통형","67","66","49"
"4677010210","오월","전라남도 고흥군 동강면 오월리","1983-01-01","1990-01-01","1","주수원","730","55","55","451","10","200","필댐(죤형)","74531","250","11","2844","2844","0","사통형","10","9","1"
"4677010255","운대","전라남도 고흥군 두원면 운대리","1941-01-01","1946-01-01","2","주수원","262","8","7","53","10","200","필댐(죤형)","68503","292","10","246","246","0","사통형","38","37","31"
"4677010273","백련","전라남도 고흥군 고흥읍 등암리","1974-01-01","1976-01-01","2","보조수원","72","2","2","8","10","100","필댐(죤형)","32986","204","10","76","76","0","사통형","83","83","74"
"4677010274","동백","전라남도 고흥군 대서면 안남리","1996-01-01","2001-01-01","1","주수원","66","17","17","129","10","200","필댐(죤형)","250347","722","9","874","740","134","사통형","9","8","4"
"4677010275","월악","전라남도 고흥군 남양면 장담리","1994-01-01","2001-01-01","1","주수원","676","7","7","228","10","200","필댐(죤형)","150490","230","40","1005","1002","3","취수탑형","46","46","15"
"4677010276","운대1","전라남도 고흥군 두원면 운대리","1997-12-20","2003-12-31","1","주수원","316","18","18","46","10","200","필댐(죤형)","221451","191","23","1526","1388","138","취수탑형","40","39","26"
"4677010544","신전1","전라남도 고흥군 점암면 화계리","2013-12-17","2018-12-26","1","주수원","39","9","9","226","10","200","필댐(죤형)","120490","195","32","963","929","34","취수탑형","50","49","30"
"4678010005","해경","전라남도 보성군 보성읍 옥암리","1996-01-01","1998-12-30","1","주수원","100","7","7","45","10","100","필댐(죤형)","434300","158","18","367","348","19","사통형","216","215","206"
"4678010014","지동","전라남도 보성군 벌교읍 지동리","1945-01-01","1945-12-30","2","보조수원","19","2","2","4","10","100","필댐(죤형)","12760","292","4","16","16","0","사통형","32","31","29"
"4678010016","연동","전라남도 보성군 벌교읍 지동리","1945-01-01","1945-12-30","2","보조수원","24","4","4","21","10","100","필댐(죤형)","32670","330","6","83","83","0","사통형","21","21","15"
"4678010017","추동","전라남도 보성군 벌교읍 추동리","1978-01-01","1985-12-30","1","주수원","957","27","26","314","10","200","필댐(죤형)","2805871","337","35","3164","3155","8","취수탑형","82","81","61"
"4678010018","증광","전라남도 보성군 벌교읍 고읍리","1976-01-01","1979-12-30","1","주수원","860","28","23","358","10","100","필댐(죤형)","557000","431","21","1384","1372","12","사통형","51","50","34"
"4678010020","칠동","전라남도 보성군 벌교읍 옥전리","1982-01-01","1989-12-30","1","주수원","697","15","15","192","10","200","필댐(죤형)","300000","306","37","2062","2060","2","취수탑형","112","111","87"
"4678010061","율어","전라남도 보성군 율어면 유신리","1989-01-01","1997-12-30","1","주수원","570","12","12","173","10","200","필댐(죤형)","1155800","256","23","931","927","4","사통형","171","170","159"
"4678010065","진봉","전라남도 보성군 복내면 진봉리","1940-01-01","1995-12-30","1","주수원","410","11","10","116","10","200","필댐(죤형)","138621","147","21","579","579","0","사통형","197","196","183"
"4678010066","일봉","전라남도 보성군 복내면 일봉리","1976-03-15","1979-12-30","1","주수원","375","6","6","51","10","200","필댐(죤형)","124810","149","18","351","351","0","사통형","113","112","100"
"4678010068","산성","전라남도 보성군 복내면 용전리","1945-01-01","1945-12-30","2","주수원","25","1","1","4","10","100","필댐(죤형)","4331","97","4","18","18","0","사통형","134","134","131"
"4678010069","덕촌","전라남도 보성군 복내면 유정리","1940-01-01","1940-12-30","2","주수원","165","0","0","2","10","200","필댐(죤형)","7680","90","4","2","2","0","사통형","124","123","120"
"4678010070","웅동","전라남도 보성군 복내면 계산리","1945-01-01","1945-12-30","2","주수원","44","1","1","5","10","100","필댐(죤형)","9010","106","5","26","26","0","사통형","139","138","135"
"4678010086","대곡","전라남도 보성군 조성면 대곡리","1976-01-01","1979-12-30","1","주수원","584","24","20","258","10","200","필댐(죤형)","846711","808","20","1396","1346","50","사통형","50","49","42"
"4678010087","대동","전라남도 보성군 조성면 우천리","1945-01-01","1945-12-30","2","보조수원","18","1","1","15","10","200","필댐(죤형)","6005","225","5","22","22","0","사통형","18","17","13"
"4678010089","신방","전라남도 보성군 조성면 봉능리","1973-01-01","1979-12-30","1","주수원","141","7","7","107","10","200","필댐(죤형)","292800","655","14","403","403","0","사통형","32","31","22"
"4678010091","감동","전라남도 보성군 조성면 덕산리","1976-01-01","1979-12-30","1","주수원","141","10","9","64","10","200","필댐(죤형)","167286","680","17","542","539","3","사통형","24","23","13"
"4678010095","덕산","전라남도 보성군 득량면 예당리","1976-01-01","1979-12-30","1","주수원","220","28","27","60","10","200","필댐(죤형)","566181","462","22","2156","2141","16","사통형","32","31","17"
"4678010098","해평","전라남도 보성군 득량면 해평리","1995-01-01","1999-12-30","1","주수원","480","25","23","255","10","200","필댐(죤형)","20872","228","25","1892","1853","39","사통형","50","49","33"
"4678010100","도촌","전라남도 보성군 득량면 도촌리","1980-01-01","1985-12-30","1","주수원","615","29","27","231","10","200","필댐(죤형)","1863150","184","22","2169","2169","0","사통형","46","45","30"
"4678010108","영천","전라남도 보성군 회천면 영천리","1978-01-01","1985-12-30","1","주수원","725","46","43","255","10","200","필댐(죤형)","2973160","376","20","2660","2576","84","사통형","41","40","29"
"4678010124","임수","전라남도 보성군 웅치면 대산리","1992-01-01","1999-01-01","1","주수원","200","8","8","100","10","200","필댐(죤형)","632500","203","25","583","575","8","사통형","250","249","231"
"4678010125","담안","전라남도 보성군 웅치면 대산리","1992-01-01","1999-12-30","1","주수원","360","9","9","198","10","200","필댐(죤형)","188124","193","33","1055","1035","20","취수탑형","287","286","261"
"4678010126","학동","전라남도 보성군 노동면 학동리","1997-06-27","2001-12-30","1","주수원","228","12","12","113","10","200","필댐(죤형)","145027","157","27","857","850","7","사통형","232","231","214"
"4678010127","화죽","전라남도 보성군 회천면 화죽리","2002-12-14","2007-12-30","1","주수원","135","11","10","96","10","200","필댐(죤형)","","214","41","625","610","15","사통형","76","76","58"
"4678010130","덕촌2","전라남도 보성군 조성면 은곡리","2004-09-15","2011-06-30","2","주수원","53","3","4","67","10","200","필댐(죤형)","","410","14","226","210","16","사통형","31","30","22"
"4678010246","봉산","전라남도 보성군 보성읍 봉산리","2006-12-29","2017-03-31","1","주수원","182","8","8","100","10","200","필댐(죤형)","323418","164","26","625","598","27","사통형","186","185","170"
"4678010247","백학","전라남도 보성군 보성읍 옥평리","2006-12-29","2017-03-31","2","주수원","80","2","2","77","10","200","필댐(죤형)","","193","20","216","204","12","사통형","180","179","167"
"4679010013","금전","전라남도 화순군 한천면 금전리","1957-01-01","1962-01-01","1","주수원","3147","68","64","766","10","200","필댐(죤형)","490003","273","17","4875","4823","51","취수탑형","62","61","49"
"4679010018","반곡","전라남도 화순군 한천면 반곡리","1955-01-01","1959-01-01","2","주수원","420","7","7","108","10","200","필댐(죤형)","137862","229","14","255","255","0","사통형","167","166","156"
"4679010031","가동","전라남도 화순군 춘양면 가동리","1956-01-01","1958-01-01","2","주수원","347","12","6","129","10","200","필댐(죤형)","49087","187","11","257","254","3","사통형","111","109","101"
"4679010032","산간","전라남도 화순군 춘양면 산간리","1956-01-01","1958-01-01","2","보조수원","61","2","2","28","10","200","필댐(죤형)","38688","107","10","21","21","0","사통형","94","93","88"
"4679010035","우봉","전라남도 화순군 춘양면 우봉리","1988-01-01","1994-01-01","2","주수원","100","2","2","12","10","200","필댐(죤형)","12254","163","14","7","6","0","사통형","91","90","88"
"4679010040","세청1","전라남도 화순군 청풍면 세청리","1944-01-01","1945-01-01","2","보조수원","38","3","3","11","10","200","필댐(죤형)","128647","230","5","76","70","6","사통형","86","84","81"
"4679010042","대비","전라남도 화순군 청풍면 대비리","1970-01-01","1975-01-01","2","주수원","45","1","1","12","10","200","필댐(죤형)","12298","86","8","12","12","0","사통형","176","175","170"
"4679010043","등용","전라남도 화순군 청풍면 백운리","1959-01-01","1965-01-01","1","보조수원","532","9","9","200","10","200","필댐(죤형)","228228","176","21","417","414","3","사통형","141","139","127"
"4679010045","신석","전라남도 화순군 청풍면 신석리","1944-01-01","1945-01-01","2","보조수원","115","2","2","13","10","200","필댐(죤형)","22278","118","8","60","60","0","사통형","133","132","125"
"4679010046","이만(청풍)","전라남도 화순군 청풍면 신석리","1992-01-01","1998-01-01","1","주수원","375","13","13","256","10","200","필댐(죤형)","304580","272","35","1155","1005","149","사통형","193","192","175"
"4679010047","신리","전라남도 화순군 청풍면 신리","1944-01-01","1945-01-01","2","보조수원","125","1","1","2","10","200","필댐(죤형)","51300","125","6","41","41","0","사통형","114","113","108"
"4679010051","장치","전라남도 화순군 이양면 장치리","1976-01-01","1978-01-01","1","주수원","1885","70","60","347","10","200","필댐(죤형)","592368","213","25","5485","5485","0","취수탑형","125","124","104"
"4679010054","품평","전라남도 화순군 이양면 품평리","1944-01-01","1945-01-01","2","주수원","135","2","2","12","10","200","필댐(죤형)","14563","111","8","122","120","2","사통형","82","81","74"
"4679010055","청영","전라남도 화순군 이양면 품평리","1944-01-01","1945-01-01","2","보조수원","57","1","1","5","10","200","필댐(죤형)","5335","97","5","35","35","0","사통형","85","84","79"
"4679010068","백암","전라남도 화순군 능주면 만수리","1943-01-01","1945-01-01","2","보조수원","14","1","1","11","10","200","필댐(죤형)","2294","232","2","23","20","3","사통형","70","69","63"
"4679010083","도장","전라남도 화순군 도암면 운월리","1967-01-01","1969-01-01","2","보조수원","26","1","1","4","10","200","필댐(죤형)","10937","110","7","20","19","2","사통형","54","53","49"
"4679010085","벽지","전라남도 화순군 도암면 벽지리","1966-01-01","1968-01-01","2","보조수원","195","3","3","25","10","200","필댐(죤형)","14638","83","9","161","153","7","사통형","67","67","63"
"4679010086","해명산","전라남도 화순군 도암면 도장리","1969-01-01","1970-01-01","2","보조수원","28","0","0","7","10","200","필댐(죤형)","3456","40","6","6","6","0","사통형","80","79","74"
"4679010087","정천1","전라남도 화순군 도암면 정천리","1971-01-01","1973-01-01","2","보조수원","52","1","1","13","10","200","필댐(죤형)","15671","35","5","17","16","1","사통형","71","70","66"
"4679010088","정천2","전라남도 화순군 도암면 정천리","1971-01-01","1973-01-01","2","보조수원","9","0","0","2","10","200","필댐(죤형)","2500","30","9","3","3","0","사통형","78","77","74"
"4679010089","옥동","전라남도 화순군 도암면 원천리","1944-01-01","1945-01-01","2","보조수원","63","1","1","10","10","200","필댐(죤형)","10040","85","8","24","22","2","사통형","79","78","73"
"4679010090","권동","전라남도 화순군 도암면 원천리","1966-01-01","1968-01-01","2","보조수원","25","1","1","4","10","200","필댐(죤형)","7948","95","6","20","19","1","사통형","91","90","86"
"4679010091","안성","전라남도 화순군 도암면 천태리","1944-01-01","1945-01-01","2","보조수원","150","4","4","35","10","200","필댐(죤형)","37473","211","8","112","112","0","사통형","92","91","87"
"4679010093","도암","전라남도 화순군 도암면 등광리","1990-01-01","1999-01-01","1","주수원","444","22","22","184","10","200","필댐(죤형)","208980","205","24","1857","1854","3","사통형","122","120","102"
"4679010097","보월","전라남도 화순군 이서면 보월리","1944-01-01","1945-01-01","2","보조수원","95","1","1","18","10","200","필댐(죤형)","12348","147","6","21","21","0","사통형","230","229","226"
"4679010098","안심","전라남도 화순군 이서면 안심리","1982-01-01","1987-01-01","1","주수원","430","12","12","154","10","200","필댐(죤형)","210554","210","30","1227","1174","53","사통형","102","100","82"
"4679010103","송단","전라남도 화순군 북면 방리","1980-01-01","1983-01-01","1","주수원","450","15","15","224","10","200","필댐(죤형)","102219","188","28","1529","1508","21","사통형","307","306","287"
"4679010110","독상","전라남도 화순군 동복면 독상리","1942-01-01","1944-01-01","2","보조수원","232","2","2","22","10","200","필댐(죤형)","20273","97","10","91","91","0","사통형","149","148","141"
"4679010111","동정","전라남도 화순군 동복면 칠정리","1941-01-01","1943-01-01","2","보조수원","83","1","1","12","10","200","필댐(죤형)","66877","123","8","20","20","0","사통형","156","155","152"
"4679010112","유천","전라남도 화순군 동복면 유천리","1978-01-01","1984-01-01","1","주수원","1225","24","24","287","10","200","필댐(죤형)","196178","288","26","1755","1755","0","사통형","183","182","167"
"4679010119","축동","전라남도 화순군 동복면 구암리","1943-01-01","1944-01-01","2","보조수원","60","4","4","14","10","200","필댐(죤형)","15817","114","8","71","71","0","사통형","147","146","143"
"4679010123","원동","전라남도 화순군 남면 원리","1956-01-01","1963-01-01","2","주수원","270","6","6","90","10","200","필댐(죤형)","54452","191","11","168","164","4","사통형","143","142","135"
"4679010137","서성","전라남도 화순군 동면 서성리","1965-01-01","1972-01-01","1","주수원","1787","26","26","430","10","200","필댐(죤형)","222840","148","23","2541","2501","39","사통형","108","107","90"
"4679010155","마산","전라남도 화순군 동면 청궁리","1996-03-06","2002-12-30","2","주수원","360","5","5","51","10","200","필댐(죤형)","145027","200","25","282","253","29","사통형","236","235","222"
"4679010156","우치","전라남도 화순군 도암면 우치리","1997-11-05","2002-12-30","1","주수원","295","11","11","105","10","200","필댐(죤형)","117443","216","44","1376","1357","19","취수탑형","200","199","176"
